eta,Gamma,G_eff,P_wrap
0.6731843575418994,1.8435754189944134,0.19976627371291944,0.0047728483698954586
0.7033519553072626,1.8435754189944134,0.20933237963709708,0.0031493351644505804
0.7335195530726256,1.8435754189944134,0.2198607389979197,0.001999326440271835
0.7636871508379888,1.8435754189944134,0.23150423024266079,0.001213624012923376
0.7938547486033519,1.8435754189944134,0.24444992761901946,0.000699099799541824
0.8240223463687151,1.8435754189944134,0.25892922863338186,0.00037861586178228963
0.8541899441340782,1.8435754189944134,0.27523180735029124,0.00019054705697929902
0.8843575418994413,1.8435754189944134,0.2937251929955617,8.780892859090023e-05
0.9145251396648044,1.8435754189944134,0.31488281027670045,3.635480708587585e-05
0.9446927374301676,1.8435754189944134,0.33932507921049326,1.3191040698313114e-05
0.9748603351955307,1.8435754189944134,0.367881267694701,4.0577184828598435e-06
0.1,2.011173184357542,0.09042673879998395,0.46430965078171416
0.13016759776536313,2.011173184357542,0.0926940552657938,0.3979520361155806
0.16033519553072625,2.011173184357542,0.09507799509006093,0.34204963881088457
0.19050279329608938,2.011173184357542,0.09758779388500793,0.2940686921454295
0.22067039106145253,2.011173184357542,0.10023368888239224,0.25242880070642704
0.2508379888268156,2.011173184357542,0.10302705850202885,0.21605736546659504
0.2810055865921788,2.011173184357542,0.10598058592679062,0.1841800686671441
0.31117318435754193,2.011173184357542,0.10910845164370446,0.15621026356637882
0.34134078212290503,2.011173184357542,0.11242656111738197,0.1316854510323344
0.3715083798882681,2.011173184357542,0.11595281530925339,0.11022838370067917
0.4016759776536313,2.011173184357542,0.11970743375420621,0.09152202676786768
0.43184357541899443,2.011173184357542,0.12371334250615446,0.07529279217023829
0.4620111731843576,2.011173184357542,0.12799664267413843,0.06129896899522955
0.4921787709497206,2.011173184357542,0.13258717978133577,0.04932256919172785
0.5223463687150838,2.011173184357542,0.13751924020029704,0.03916351688771826
0.5525139664804469,2.011173184357542,0.14283240903226657,0.030635516217371882
0.5826815642458101,2.011173184357542,0.14857263484800143,0.02356317454966389
0.6128491620111731,2.011173184357542,0.1547935619209857,0.017780105838465194
0.6430167597765363,2.011173184357542,0.1615582117810342,0.01312782982125409
0.6731843575418994,2.011173184357542,0.16894112583139456,0.00945533727492203
